roleid,userid,name,occupation,level,exp,moneyall,reputation,type,save_time,mapid,x,y,z,consumption,gender
1090,64,"12",17,150,0,150000000,0,1,1286212018,1,160.990677,163.510010,141.051666,0,0
1091,64,"13",17,150,0,150000000,0,1,1286212020,1,160.990677,163.510010,141.051666,0,0
1092,64,"14",17,150,0,150000000,0,1,1286212023,1,160.990677,163.510010,141.051666,0,0
1093,64,"15",17,150,0,150000000,0,1,1286212025,1,160.990677,163.510010,141.051666,0,0
1094,64,"16",17,150,0,150000000,0,1,1286212027,1,160.990677,163.510010,141.051666,0,0
1095,64,"17",17,150,0,150000000,0,1,1286212031,1,160.990677,163.510010,141.051666,0,0
1104,80,"18",17,150,0,149999950,0,1,1333065332,2,141.042007,54.506744,100.435997,0,0
1105,80,"19",17,150,0,150000000,0,1,1286212068,1,160.990677,163.510010,141.051666,0,0
1106,80,"20",17,150,0,150000000,0,1,1286212071,1,160.990677,163.510010,141.051666,0,0
1107,80,"21",17,150,0,150000000,0,1,1286212073,1,160.990677,163.510010,141.051666,0,0
1108,80,"22",17,150,0,150000000,0,1,1286212077,1,160.990677,163.510010,141.051666,0,0
1109,80,"23",17,150,0,150000000,0,1,1286212079,1,160.990677,163.510010,141.051666,0,0
1110,80,"24",17,150,0,150000000,0,1,1286212081,1,160.990677,163.510010,141.051666,0,0
1111,80,"25",17,150,0,150000000,0,1,1286212083,1,160.990677,163.510010,141.051666,0,0
1120,96,"sdf",17,150,0,150000000,0,1,1286212116,1,160.990677,163.510010,141.051666,0,0
1121,96,"sd",17,150,0,150000000,0,1,1286212117,1,160.990677,163.510010,141.051666,0,0
1122,96,"s",17,150,0,150000000,0,1,1286212118,1,160.990677,163.510010,141.051666,0,0
1123,96,"w",17,150,0,150000000,0,1,1286212120,1,160.990677,163.510010,141.051666,0,0
1124,96,"we",17,150,0,150000000,0,1,1286212125,1,160.990677,163.510010,141.051666,0,0
1125,96,"wr",17,150,0,150000000,0,1,1286212128,1,160.990677,163.510010,141.051666,0,0
1126,96,"r",17,150,0,150000000,0,1,1286212130,1,160.990677,163.510010,141.051666,0,0
1127,96,"t",17,150,0,150000000,0,1,1286212131,1,160.990677,163.510010,141.051666,0,0
1136,272,"y",17,150,0,150000000,0,1,1286212141,1,160.990677,163.510010,141.051666,0,0
1137,272,"yt",17,150,0,150000000,0,1,1286212143,1,160.990677,163.510010,141.051666,0,0
1138,272,"yy",17,150,0,150000000,0,1,1286212144,1,160.990677,163.510010,141.051666,0,0
1139,272,"yyy",17,150,0,150000000,0,1,1286212146,1,160.990677,163.510010,141.051666,0,0
1140,272,"yyyy",17,150,0,150000000,0,1,1286212148,1,160.990677,163.510010,141.051666,0,0
1141,272,"yyyyy",17,150,0,150000000,0,1,1286212150,1,160.990677,163.510010,141.051666,0,0
1142,272,"yyyyyy",17,150,0,150000000,0,1,1286212152,1,160.990677,163.510010,141.051666,0,0
1143,272,"yyyyyyy",17,150,0,150000000,0,1,1286212155,1,160.990677,163.510010,141.051666,0,0
1152,112,"q",17,150,0,150000000,0,1,1286212166,1,160.990677,163.510010,141.051666,0,0
1153,112,"qq",17,150,0,150000000,0,1,1286212167,1,160.990677,163.510010,141.051666,0,0
1154,112,"qqq",17,150,0,150000000,0,1,1286212169,1,160.990677,163.510010,141.051666,0,0
1155,112,"qqqq",17,150,0,150000000,0,1,1286212170,1,160.990677,163.510010,141.051666,0,0
1156,112,"qqqqq",17,150,0,150000000,0,1,1286212172,1,160.990677,163.510010,141.051666,0,0
1157,112,"qqqqqq",17,150,0,150000000,0,1,1286212174,1,160.990677,163.510010,141.051666,0,0
1158,112,"qqqqqqq",17,150,0,150000000,0,1,1286212176,1,160.990677,163.510010,141.051666,0,0
1159,112,"qqqqqqqq",17,150,0,150000000,0,1,1286212180,1,160.990677,163.510010,141.051666,0,0
1168,128,"ww",17,150,0,150000000,0,1,1286212195,1,160.990677,163.510010,141.051666,0,0
1169,128,"www",17,150,0,150000000,0,1,1286212197,1,160.990677,163.510010,141.051666,0,0
1170,128,"wwww",17,150,0,150000000,0,1,1286212198,1,160.990677,163.510010,141.051666,0,0
1171,128,"wwwww",17,150,0,150000000,0,1,1286212202,1,160.990677,163.510010,141.051666,0,0
1172,128,"wwwwwww",17,150,0,150000000,0,1,1286212205,1,160.990677,163.510010,141.051666,0,0
1173,128,"wwwwwwww",17,150,0,150000000,0,1,1286212207,1,160.990677,163.510010,141.051666,0,0
1174,128,"wwwwwww1",17,150,0,150000000,0,1,1286212214,1,160.990677,163.510010,141.051666,0,0
1175,128,"e",17,150,0,150000000,0,1,1286212218,1,160.990677,163.510010,141.051666,0,0
1184,288,"ee",17,150,0,150000000,0,1,1286212230,1,160.990677,163.510010,141.051666,0,0
1185,288,"eeee",17,150,0,150000000,0,1,1286212232,1,160.990677,163.510010,141.051666,0,0
1186,288,"eeeee",17,150,0,150000000,0,1,1286212234,1,160.990677,163.510010,141.051666,0,0
1187,288,"eeeeee",17,150,0,150000000,0,1,1286212238,1,160.990677,163.510010,141.051666,0,0
1188,288,"eeeeeee",17,150,0,150000000,0,1,1286212242,1,160.990677,163.510010,141.051666,0,0
1189,288,"eeeeeeee",17,150,0,150000000,0,1,1286212249,1,160.990677,163.510010,141.051666,0,0
1190,288,"eeeeeee1",17,150,0,150000000,0,1,1286212255,1,160.990677,163.510010,141.051666,0,0
1191,288,"tr",17,150,0,150000000,0,1,1286212263,1,160.990677,163.510010,141.051666,0,0
1200,304,"rr",17,150,0,150000000,0,1,1286212272,1,160.990677,163.510010,141.051666,0,0
1201,304,"rrr",17,150,0,150000000,0,1,1286212277,1,160.990677,163.510010,141.051666,0,0
1202,304,"rrrr",17,150,0,150000000,0,1,1286212279,1,160.990677,163.510010,141.051666,0,0
1203,304,"rrrrrr",17,150,0,150000000,0,1,1286212281,1,160.990677,163.510010,141.051666,0,0
1204,304,"rrrrrrr",17,150,0,150000000,0,1,1286212285,1,160.990677,163.510010,141.051666,0,0
1205,304,"rrrrrrrr",17,150,0,150000000,0,1,1286212289,1,160.990677,163.510010,141.051666,0,0
1206,304,"tt",17,150,0,150000000,0,1,1286212297,1,160.990677,163.510010,141.051666,0,0
1207,304,"ttt",17,150,0,150000000,0,1,1286212299,1,160.990677,163.510010,141.051666,0,0
1216,320,"tttt",17,150,0,150000000,0,1,1286212312,1,160.990677,163.510010,141.051666,0,0
1217,320,"tttttt",17,150,0,150000000,0,1,1286212314,1,160.990677,163.510010,141.051666,0,0
1218,320,"tttttttt",17,150,0,150000000,0,1,1286212316,1,160.990677,163.510010,141.051666,0,0
1219,320,"ttttt",17,150,0,150000000,0,1,1286212323,1,160.990677,163.510010,141.051666,0,0
1220,320,"u",17,150,0,150000000,0,1,1286212334,1,160.990677,163.510010,141.051666,0,0
1221,320,"uu",17,150,0,150000000,0,1,1286212335,1,160.990677,163.510010,141.051666,0,0
1222,320,"uuu",17,150,0,150000000,0,1,1286212337,1,160.990677,163.510010,141.051666,0,0
1223,320,"uuuuu",17,150,0,150000000,0,1,1286212339,1,160.990677,163.510010,141.051666,0,0
1232,336,"i",17,150,0,150000000,0,1,1286212384,1,160.990677,163.510010,141.051666,0,0
1233,336,"ii",17,150,0,150000000,0,1,1286212386,1,160.990677,163.510010,141.051666,0,0
1234,336,"iii",17,150,0,150000000,0,1,1286212388,1,160.990677,163.510010,141.051666,0,0
1235,336,"iiii",17,150,0,150000000,0,1,1286212390,1,160.990677,163.510010,141.051666,0,0
1236,336,"iiiii",17,150,0,150000000,0,1,1286212391,1,160.990677,163.510010,141.051666,0,0
1237,336,"iiiiii",17,150,0,150000000,0,1,1286212394,1,160.990677,163.510010,141.051666,0,0
1238,336,"iiiiiii",17,150,0,150000000,0,1,1286212398,1,160.990677,163.510010,141.051666,0,0
1239,336,"iiiiiiii",17,150,0,150000000,0,1,1286212400,1,160.990677,163.510010,141.051666,0,0
1248,352,"o",17,150,0,150000000,0,1,1286212412,1,160.990677,163.510010,141.051666,0,0
1249,352,"oo",17,150,0,150000000,0,1,1286212413,1,160.990677,163.510010,141.051666,0,0
1250,352,"ooo",17,150,0,150000000,0,1,1286212414,1,160.990677,163.510010,141.051666,0,0
1251,352,"oooo",17,150,0,150000000,0,1,1286212416,1,160.990677,163.510010,141.051666,0,0
1252,352,"ooooo",17,150,0,150000000,0,1,1286212418,1,160.990677,163.510010,141.051666,0,0
1253,352,"oooooo",17,150,0,150000000,0,1,1286212429,1,160.990677,163.510010,141.051666,0,0
1254,352,"ooooooo",17,150,0,150000000,0,1,1286212437,1,160.990677,163.510010,141.051666,0,0
1255,352,"oooooooo",17,150,0,150000000,0,1,1286212445,1,160.990677,163.510010,141.051666,0,0
1264,368,"p",17,150,0,150000000,0,1,1286212454,1,160.990677,163.510010,141.051666,0,0
1265,368,"pp",17,150,0,150000000,0,1,1286212455,1,160.990677,163.510010,141.051666,0,0
1266,368,"ppp",17,150,0,150000000,0,1,1286212457,1,160.990677,163.510010,141.051666,0,0
1267,368,"pppp",17,150,0,150000000,0,1,1286212458,1,160.990677,163.510010,141.051666,0,0
1268,368,"ppppp",17,150,0,150000000,0,1,1286212461,1,160.990677,163.510010,141.051666,0,0
1269,368,"pppppp",17,150,0,150000000,0,1,1286212463,1,160.990677,163.510010,141.051666,0,0
1270,368,"ppppppp",17,150,0,150000000,0,1,1286212465,1,160.990677,163.510010,141.051666,0,0
1271,368,"pppppppp",17,150,0,150000000,0,1,1286212470,1,160.990677,163.510010,141.051666,0,0
1280,384,"a",17,150,0,149500000,0,1,1335507448,1,205.056976,163.501007,91.200050,0,0
1281,384,"aa",17,150,0,150000000,0,1,1286212483,1,160.990677,163.510010,141.051666,0,0
1282,384,"aaa",17,150,0,150000000,0,1,1286212484,1,160.990677,163.510010,141.051666,0,0
1283,384,"aaaa",17,150,0,150000000,0,1,1286212486,1,160.990677,163.510010,141.051666,0,0
1284,384,"aaaaa",17,150,0,150000000,0,1,1286212489,1,160.990677,163.510010,141.051666,0,0
1285,384,"aaaaaa",17,150,0,150000000,0,1,1286212491,1,160.990677,163.510010,141.051666,0,0
1286,384,"aaaaaaa",17,150,0,150000000,0,1,1286212493,1,160.990677,163.510010,141.051666,0,0
1287,384,"aaaaaaaa",17,150,0,150000000,0,1,1286212496,1,160.990677,163.510010,141.051666,0,0
1296,400,"s1",17,150,0,150000000,0,1,1286212506,1,160.990677,163.510010,141.051666,0,0
1297,400,"ss",17,150,0,150000000,0,1,1286212507,1,160.990677,163.510010,141.051666,0,0
1298,400,"sss",17,150,0,150000000,0,1,1286212509,1,160.990677,163.510010,141.051666,0,0
1299,400,"ssss",17,150,0,150000000,0,1,1286212511,1,160.990677,163.510010,141.051666,0,0
1300,400,"sssss",17,150,0,150000000,0,1,1286212513,1,160.990677,163.510010,141.051666,0,0
1301,400,"ssssss",17,150,0,150000000,0,1,1286212517,1,160.990677,163.510010,141.051666,0,0
1302,400,"sssssss",17,150,0,150000000,0,1,1286212520,1,160.990677,163.510010,141.051666,0,0
1303,400,"ssssssss",17,150,0,150000000,0,1,1286212522,1,160.990677,163.510010,141.051666,0,0
1312,416,"d",17,150,0,150000000,0,1,1286212542,1,160.990677,163.510010,141.051666,0,0
1313,416,"dd",17,150,0,150000000,0,1,1286212544,1,160.990677,163.510010,141.051666,0,0
1314,416,"ddd",17,150,0,150000000,0,1,1286212545,1,160.990677,163.510010,141.051666,0,0
1315,416,"dddd",17,150,0,150000000,0,1,1286212547,1,160.990677,163.510010,141.051666,0,0
1316,416,"ddddd",17,150,0,150000000,0,1,1286212549,1,160.990677,163.510010,141.051666,0,0
1317,416,"dddddd",17,150,0,150000000,0,1,1286212550,1,160.990677,163.510010,141.051666,0,0
1318,416,"ddddddd",17,150,0,150000000,0,1,1286212552,1,160.990677,163.510010,141.051666,0,0
1319,416,"dddddddd",17,150,0,150000000,0,1,1286212555,1,160.990677,163.510010,141.051666,0,0
1328,432,"f",17,150,0,150000000,0,1,1286212580,1,160.990677,163.510010,141.051666,0,0
1329,432,"ff",17,150,0,150000000,0,1,1286212581,1,160.990677,163.510010,141.051666,0,0
1330,432,"fff",17,150,0,150000000,0,1,1286212583,1,160.990677,163.510010,141.051666,0,0
1331,432,"ffff",17,150,0,150000000,0,1,1286212584,1,160.990677,163.510010,141.051666,0,0
1332,432,"fffff",17,150,0,150000000,0,1,1286212586,1,160.990677,163.510010,141.051666,0,0
1333,432,"fffffff",17,150,0,150000000,0,1,1286212588,1,160.990677,163.510010,141.051666,0,0
1334,432,"ffffffff",17,150,0,150000000,0,1,1286212592,1,160.990677,163.510010,141.051666,0,0
1335,432,"fffffff1",17,150,0,150000000,0,1,1286212600,1,160.990677,163.510010,141.051666,0,0
1344,448,"g",17,150,0,150000000,0,1,1286212610,1,160.990677,163.510010,141.051666,0,0
1345,448,"gg",17,150,0,150000000,0,1,1286212611,1,160.990677,163.510010,141.051666,0,0
1346,448,"ggg",17,150,0,150000000,0,1,1286212613,1,160.990677,163.510010,141.051666,0,0
1347,448,"gggg",17,150,0,150000000,0,1,1286212614,1,160.990677,163.510010,141.051666,0,0
1348,448,"ggggg",17,150,0,150000000,0,1,1286212616,1,160.990677,163.510010,141.051666,0,0
1349,448,"gggggg",17,150,0,150000000,0,1,1286212618,1,160.990677,163.510010,141.051666,0,0
1350,448,"ggggggg",17,150,0,150000000,0,1,1286212622,1,160.990677,163.510010,141.051666,0,0
1351,448,"gggggggg",17,150,0,150000000,0,1,1286212624,1,160.990677,163.510010,141.051666,0,0
1360,464,"h",17,150,0,150000000,0,1,1286212632,1,160.990677,163.510010,141.051666,0,0
1361,464,"hh",17,150,0,150000000,0,1,1286212634,1,160.990677,163.510010,141.051666,0,0
1362,464,"hhh",17,150,0,150000000,0,1,1286212636,1,160.990677,163.510010,141.051666,0,0
1363,464,"hhhh",17,150,0,150000000,0,1,1286212638,1,160.990677,163.510010,141.051666,0,0
1364,464,"hhhhh",17,150,0,150000000,0,1,1286212640,1,160.990677,163.510010,141.051666,0,0
1365,464,"hhhhhh",17,150,0,150000000,0,1,1286212642,1,160.990677,163.510010,141.051666,0,0
1366,464,"hhhhhhh",17,150,0,150000000,0,1,1286212645,1,160.990677,163.510010,141.051666,0,0
1367,464,"hhhhhhhh",17,150,0,150000000,0,1,1286212646,1,160.990677,163.510010,141.051666,0,0
1376,480,"j",17,150,0,150000000,0,1,1286212654,1,160.990677,163.510010,141.051666,0,0
1377,480,"jj",17,150,0,150000000,0,1,1286212656,1,160.990677,163.510010,141.051666,0,0
1378,480,"jjj",17,150,0,150000000,0,1,1286212659,1,160.990677,163.510010,141.051666,0,0
1379,480,"jjjj",17,150,0,150000000,0,1,1286212661,1,160.990677,163.510010,141.051666,0,0
1380,480,"jjjjj",17,150,0,150000000,0,1,1286212664,1,160.990677,163.510010,141.051666,0,0
1381,480,"jjjjjj",17,150,0,150000000,0,1,1286212666,1,160.990677,163.510010,141.051666,0,0
1382,480,"jjjjjjj",17,150,0,150000000,0,1,1286212670,1,160.990677,163.510010,141.051666,0,0
1383,480,"jjjjjjjj",17,150,0,150000000,0,1,1286212675,1,160.990677,163.510010,141.051666,0,0
1392,496,"k",17,150,0,150000000,0,1,1286212686,1,160.990677,163.510010,141.051666,0,0
1393,496,"kk",17,150,0,150000000,0,1,1286212688,1,160.990677,163.510010,141.051666,0,0
1394,496,"kkkk",17,150,0,150000000,0,1,1286212690,1,160.990677,163.510010,141.051666,0,0
1395,496,"kkkkk",17,150,0,150000000,0,1,1286212692,1,160.990677,163.510010,141.051666,0,0
1396,496,"kkkkkk",17,150,0,150000000,0,1,1286212694,1,160.990677,163.510010,141.051666,0,0
1397,496,"kkkkkkk",17,150,0,150000000,0,1,1286212697,1,160.990677,163.510010,141.051666,0,0
1398,496,"kkkkkkkk",17,150,0,150000000,0,1,1286212702,1,160.990677,163.510010,141.051666,0,0
1399,496,"kkkkkkk0",17,150,0,150000000,0,1,1286212710,1,160.990677,163.510010,141.051666,0,0
1408,512,"z",17,150,0,150000000,0,1,1286212727,1,160.990677,163.510010,141.051666,0,0
1409,512,"zz",17,150,0,150000000,0,1,1286212728,1,160.990677,163.510010,141.051666,0,0
1410,512,"zzz",17,150,0,150000000,0,1,1286212730,1,160.990677,163.510010,141.051666,0,0
1411,512,"zzzz",17,150,0,150000000,0,1,1286212732,1,160.990677,163.510010,141.051666,0,0
1412,512,"zzzzz",17,150,0,150000000,0,1,1286212734,1,160.990677,163.510010,141.051666,0,0
1413,512,"zzzzzz",17,150,0,150000000,0,1,1286212738,1,160.990677,163.510010,141.051666,0,0
1414,512,"zzzzzzz",17,150,0,150000000,0,1,1286212744,1,160.990677,163.510010,141.051666,0,0
1415,512,"zzzzzzzz",17,150,0,150000000,0,1,1286212749,1,160.990677,163.510010,141.051666,0,0
1424,528,"x",17,150,0,150000000,0,1,1286212762,1,160.990677,163.510010,141.051666,0,0
1425,528,"xx",17,150,0,150000000,0,1,1286212765,1,160.990677,163.510010,141.051666,0,0
1426,528,"xxx",17,150,0,150000000,0,1,1286212767,1,160.990677,163.510010,141.051666,0,0
1427,528,"xxxx",17,150,0,150000000,0,1,1286212769,1,160.990677,163.510010,141.051666,0,0
1428,528,"xxxxx",17,150,0,150000000,0,1,1286212771,1,160.990677,163.510010,141.051666,0,0
1429,528,"xxxxxx",17,150,0,150000000,0,1,1286212773,1,160.990677,163.510010,141.051666,0,0
1430,528,"xxxxxxx",17,150,0,150000000,0,1,1286212775,1,160.990677,163.510010,141.051666,0,0
1431,528,"xxxxxxxx",17,150,0,150000000,0,1,1286212777,1,160.990677,163.510010,141.051666,0,0
1440,544,"c",17,150,0,150000000,0,1,1286212787,1,160.990677,163.510010,141.051666,0,0
1441,544,"cc",17,150,0,150000000,0,1,1286212789,1,160.990677,163.510010,141.051666,0,0
1442,544,"ccc",17,150,0,150000000,0,1,1286212790,1,160.990677,163.510010,141.051666,0,0
1443,544,"ccccc",17,150,0,150000000,0,1,1286212792,1,160.990677,163.510010,141.051666,0,0
1444,544,"cccc",17,150,0,150000000,0,1,1286212795,1,160.990677,163.510010,141.051666,0,0
1445,544,"cccccc",17,150,0,150000000,0,1,1286212797,1,160.990677,163.510010,141.051666,0,0
1446,544,"ccccccc",17,150,0,150000000,0,1,1286212799,1,160.990677,163.510010,141.051666,0,0
1447,544,"cccccccc",17,150,0,150000000,0,1,1286212801,1,160.990677,163.510010,141.051666,0,0
1456,560,"v",17,150,0,150000000,0,1,1286212808,1,160.990677,163.510010,141.051666,0,0
1457,560,"vv",17,150,0,150000000,0,1,1286212809,1,160.990677,163.510010,141.051666,0,0
1458,560,"vvv",17,150,0,150000000,0,1,1286212811,1,160.990677,163.510010,141.051666,0,0
1459,560,"vvvvv",17,150,0,150000000,0,1,1286212813,1,160.990677,163.510010,141.051666,0,0
1460,560,"vvvvvv",17,150,0,150000000,0,1,1286212815,1,160.990677,163.510010,141.051666,0,0
1461,560,"vvvvvvv",17,150,0,150000000,0,1,1286212819,1,160.990677,163.510010,141.051666,0,0
1462,560,"vvvvvvvv",17,150,0,150000000,0,1,1286212822,1,160.990677,163.510010,141.051666,0,0
1463,560,"vvvvvvv1",17,150,0,150000000,0,1,1286212827,1,160.990677,163.510010,141.051666,0,0
1472,576,"b",17,150,0,150000000,0,1,1286212844,1,160.990677,163.510010,141.051666,0,0
1473,576,"bb",17,150,0,150000000,0,1,1286212847,1,160.990677,163.510010,141.051666,0,0
1474,576,"bbb",17,150,0,150000000,0,1,1286212853,1,160.990677,163.510010,141.051666,0,0
1475,576,"bbbb",17,150,0,150000000,0,1,1286212855,1,160.990677,163.510010,141.051666,0,0
1476,576,"bbbbb",17,150,0,150000000,0,1,1286212856,1,160.990677,163.510010,141.051666,0,0
1477,576,"bbbbbb",17,150,0,150000000,0,1,1286212860,1,160.990677,163.510010,141.051666,0,0
1478,576,"bbbbbbb",17,150,0,150000000,0,1,1286212863,1,160.990677,163.510010,141.051666,0,0
1479,576,"bbbbbbbb",17,150,0,150000000,0,1,1286212864,1,160.990677,163.510010,141.051666,0,0
1488,592,"n",17,150,0,150000000,0,1,1286212872,1,160.990677,163.510010,141.051666,0,0
1489,592,"nn",17,150,0,150000000,0,1,1286212874,1,160.990677,163.510010,141.051666,0,0
1490,592,"nnn",17,150,0,150000000,0,1,1286212875,1,160.990677,163.510010,141.051666,0,0
1491,592,"nnnn",17,150,0,150000000,0,1,1286212876,1,160.990677,163.510010,141.051666,0,0
1492,592,"nnnnn",17,150,0,150000000,0,1,1286212878,1,160.990677,163.510010,141.051666,0,0
1493,592,"nnnnnn",17,150,0,150000000,0,1,1286212880,1,160.990677,163.510010,141.051666,0,0
1494,592,"nnnnnnn",17,150,0,150000000,0,1,1286212884,1,160.990677,163.510010,141.051666,0,0
1495,592,"nnnnnnnn",17,150,0,150000000,0,1,1286212889,1,160.990677,163.510010,141.051666,0,0
1504,608,"m",17,150,0,150000000,0,1,1286212909,1,160.990677,163.510010,141.051666,0,0
1505,608,"mm",17,150,0,150000000,0,1,1286212910,1,160.990677,163.510010,141.051666,0,0
1506,608,"mmm",17,150,0,150000000,0,1,1286212911,1,160.990677,163.510010,141.051666,0,0
1507,608,"mmmm",17,150,0,150000000,0,1,1286212913,1,160.990677,163.510010,141.051666,0,0
1508,608,"mmmmm",17,150,0,150000000,0,1,1286212914,1,160.990677,163.510010,141.051666,0,0
1509,608,"mmmmmm",17,150,0,150000000,0,1,1286212916,1,160.990677,163.510010,141.051666,0,0
1510,608,"mmmmmmm",17,150,0,150000000,0,1,1286212919,1,160.990677,163.510010,141.051666,0,0
1511,608,"mmmmmmmm",17,150,0,150000000,0,1,1286212921,1,160.990677,163.510010,141.051666,0,0
1520,624,"qw",17,150,0,150000000,0,1,1286212944,1,160.990677,163.510010,141.051666,0,0
1521,624,"qww",17,150,0,150000000,0,1,1286212946,1,160.990677,163.510010,141.051666,0,0
1522,624,"qwww",17,150,0,150000000,0,1,1286212947,1,160.990677,163.510010,141.051666,0,0
1523,624,"qwwww",17,150,0,150000000,0,1,1286212949,1,160.990677,163.510010,141.051666,0,0
1524,624,"qwwwww",17,150,0,150000000,0,1,1286212952,1,160.990677,163.510010,141.051666,0,0
1525,624,"qwwwwww",17,150,0,150000000,0,1,1286212954,1,160.990677,163.510010,141.051666,0,0
1526,624,"wqqqqqqq",17,150,0,150000000,0,1,1286212957,1,160.990677,163.510010,141.051666,0,0
1527,624,"qwwqqqq",17,150,0,150000000,0,1,1286212960,1,160.990677,163.510010,141.051666,0,0
1536,640,"222",17,150,0,150000000,0,1,1286212976,1,160.990677,163.510010,141.051666,0,0
1537,640,"2222",17,150,0,150000000,0,1,1286212978,1,160.990677,163.510010,141.051666,0,0
1538,640,"22222",17,150,0,150000000,0,1,1286212981,1,160.990677,163.510010,141.051666,0,0
1539,640,"222222",17,150,0,150000000,0,1,1286212986,1,160.990677,163.510010,141.051666,0,0
1540,640,"22222222",17,150,0,150000000,0,1,1286212988,1,160.990677,163.510010,141.051666,0,0
1541,640,"2222222",17,150,0,150000000,0,1,1286212991,1,160.990677,163.510010,141.051666,0,0
1542,640,"12111111",17,150,0,150000000,0,1,1286212995,1,160.990677,163.510010,141.051666,0,0
1543,640,"12211111",17,150,0,150000000,0,1,1286212998,1,160.990677,163.510010,141.051666,0,0
1552,656,"3",17,150,0,150000000,0,1,1286213006,1,160.990677,163.510010,141.051666,0,0
1553,656,"33",17,150,0,150000000,0,1,1286213008,1,160.990677,163.510010,141.051666,0,0
1554,656,"333",17,150,0,150000000,0,1,1286213009,1,160.990677,163.510010,141.051666,0,0
1555,656,"33333",17,150,0,150000000,0,1,1286213011,1,160.990677,163.510010,141.051666,0,0
1556,656,"3333",17,150,0,150000000,0,1,1286213013,1,160.990677,163.510010,141.051666,0,0
1557,656,"333333",17,150,0,150000000,0,1,1286213014,1,160.990677,163.510010,141.051666,0,0
1558,656,"3333333",17,150,0,150000000,0,1,1286213017,1,160.990677,163.510010,141.051666,0,0
1559,656,"33333333",17,150,0,150000000,0,1,1286213019,1,160.990677,163.510010,141.051666,0,0
1568,672,"4",17,150,0,150000000,0,1,1286213032,1,160.990677,163.510010,141.051666,0,0
